text	label
   _Europe    It is very clear your lock down protocols have failed once again, as yet another novel virus is spreading world wide. Once again you are reactive instead of proactive. Get better or step aside for someone who is better.  has failed.	0
    _Europe    virus doesn't make people die suddenly. What makes people die suddenly is myocardial infarction and other disease. videos are just bullshit	0
   _Europe    What are China and other countries with coronavirus deaths doing with corpses? After all, they can not be buried in the ground. I have not found information about this anywhere.	0
   _Europe    Hervir 8 min cáscara de naranja es un paliativo de cualquier resfrio	0
   _Europe    Q: What is the aim of WHO nowadays?A: To make Mr Shithole happyQ: Who is WHO Serving target?A: CCPQ: What does WHO stand for?A: Wuhan Health Organization or Winnie Happy Organization 	0
   _Europe    How much money did the WHO take from China prez. While the Coronavirus was infecting people last year in November.	0
   _Europe    Antibiotics can be helpful if there is secondary bacterial infection! But only the doctor can decide which drug is to be administered!Otherwise they can create bacterial resistance that is dangerous for you and other patients.Regards!	0
   _Europe    How about those patiences that had been recover, cant we study their mechanism of defence against those virus, their white blood. ..	0
   _Europe     Why are you not including Taiwan? 🇹🇼	0
    _Europe    54 recovered cases	0
   _Europe    Gobernación divina... la única esperanza de toda la humanidadJehová Dios, el Creador no va a dejar que la raza humana sea borrada de la Tierra, ni virus, ni bombas nucleares, ni por el hombre ni por sus fuerzas de ejecución.  -	0
   _Europe    Literally none of this is reassuring. Thanks 	0
   _Europe    Can anti-viral meds work? Or flu shots help?	0
    _Europe    I dare them to reply this question. That was on point!	0
   _Europe     que pensez vous de ça ?	0
   _Europe    How effective is Chinese money in not declaring an epidemic ????	0
   _Europe    THE NUMBER ONE WAY TO PRVENT THE SPREAD OF A VIRUS IS TO LOCKDOWN TGE HOTZONE. WHY ARE WE BEING TOLD THAT FLIGHTS ARE STOPPED YET FLIGHT TRACKER SAYS THERE ARE MANY FLIGHTS COMING AND GOING TO WUHAN? EVENT 201?	0
   _Europe    Today I saw GOD sitting inside SUN......He was keep on transforming in to ALLAH &amp; SHIV every 2 sec....Three form GOD, ALLAH &amp; SHIV every 2 sec.Could you please watch yourselves and confirm whether my MIND has gone out of order...... So that I can visit any psychiatric hospital.	0
   _Europe    To red cross &amp; Sverige church Palestinians Refugees Demonstration  Tent in   didn't contain anyone infected by .So we missing  you as humanity &amp; neutral organisation Do not worry coronavirus is inhumanity &amp; unjustified  Decisions made by 	0
   _Europe    Hello Mr. Tedros!  He and the top WHO collaborators need to resign and apologize to the community immediately for their professional weakness!  The whole world is facing the disaster of the Disaster of CoronaVirut Wuhan, your organization has seemed useless before this disaster!	0
   _Europe    sos 救救武汉市民！我母亲感染武汉肺炎 医院隐瞒病情 在家高烧卧床12天。我家位于武汉市硚口区韩家墩新华社区 共产党指派的社区中心周主任(132XX7786)说无法安排病床 建议在家等死。我爸亦被传染还得照顾我妈精神已经崩溃。他们无药物无食品无医疗。请救救他们吧！	0
   _Europe    WHO is a political organization - quit pretending to be concerned with world health. What a joke.	0
   _Europe    TAIWAN should be included IN WHO🇹🇼🇺🇳🏥👍Taiwan has ADVANCED MEDICAL tech and standards. We got the WHO info in the first time, we HELP the world SOONER. 🇹🇼🤝🌎China’s lie &amp; bully may be a tragedy of the world 🇨🇳🦠🌎 	0
   _Europe    Taiwan is TaiwanTaiwan isn't part of People of China(POC)	0
   _Europe    I have not taken any flu jab over 6-7 years I am born in 1968 had a asthma attack in 1969 then in 1978 in fact I died in mums arms running to St Thomas yet all I do is work out and all that I have mentioned in what I do with the fruit and vegetables in boiling or eating them raw	0
   _Europe    5g sollte verboten werden !	0
   _Europe    Call the world wide emergency before it’s to late	0
    _Europe    Robert humans conjured smallpox polio etc and we also lived through Black Death multiple times so I don’t think we should worry the most ever	0
   _Europe    Colloidal silver	0
   _Europe    Inane questions are the only questions WHO answers clearly to. Except to Wall Street.	0
   _Europe    WHO’s own criteria would have this at human to human stage 4. Shhhhh. Don’t ask basic fact based and informative useful questions. As if WHO is here for your well being. 🙄 Silly humans.	0
  Why do we need it? Willing to finance it? We have better opportunties because we embrace upward social mobility for the successful, while other places.....not so much.	0
America 2.0 - better healthcare, better education, no money in politics, gun control, better policing, broadband for all, affordable nationwide public transit.That’s a start. 	0
 And, just to add on, many Americans live in rural areas. Public transit? You gonna run buses 30 and 40 miles outside of city limits? Lmao.	0
  Why do people want to make the US into Europe when Europeans come here to live? If the standard of living were vastly superior, wouldn’t they stay where the were?	0
 isis?	0
    shutup ging	0
 yismach	0
Scene at Ottawa war memorial. Soldier on duty shot. 	0
  Who does that?! How mentally ill do you have to be, seriously … hope the soldier pulls through.	0
Live update from Parliament.. “: Scene at Ottawa war memorial. Soldier on duty shot. 	0
  Gunman was spotted running toward the Centre Block on ParliamentHill where he was shot. 	0
   prayers for our soldier. We have no updates as to his status. Thoughts and prayers for safely	0
At least 12 dead in the Paris shooting. Updated story and background info:  CharlieHebdo 	0
Awful. RT : At least 12 dead in the Paris shooting.  CharlieHebdo 	0
“: At least 12 dead in the Paris shooting.  CharlieHebdo 世の中怖いすぎる。	0
 RIP some actions are beyond comprehension. Sadly the dead most likely had nothing to do with the anger &amp; twisted mind of the gunmen.	0
 History shows disproportionate share of major religions starting in Middle East. That indicates people with no sense of humor.Stay out	0
"I just feel sick RT"": At least 12 dead in Paris shooting. Updated story:  CharlieHebdo "	0
 Our prayers goes out to good people of France at this moment.  Violence, hatred &amp; injustice have no place on our world...	0
“: R.I.P to the driver who died with Paul Walker that no one cares about because he wasn’t famous.”	0
“: R.I.P to the driver who died with Paul Walker that no one cares about because he wasn’t famous.”	0
 nagcacare naman siguro yung pamilya niya. 	0
The scene at the War Memorial in Ottawa  	0
 FUCK	0
Pull together for fallen soldier “: The scene at the War Memorial in Ottawa  	0
 Awesome tweet!	0
  That photo deserves the front page!	0
 Praying for you!	0
"“: The scene at the War Memorial in Ottawa   a shame"""	0
I'm not a medical professional but I would want to share I little I have learnt about Coronavirus and COVID19What is a Coronavirus?A coronavirus is a virus that is found in animals and, rarely, can be transmitted from animals to humans and then spread person to person.	0
There are 3 currently identified coronaviruses1.The MERS virus, or Middle East respiratory syndrome.2. The SARS virus, or severe acute respiratory syndrome, which first occurred in the Guangdong province in southern China3. The COVID19 or the WuhanCoronovirus	0
COVID-19 symptoms range from mild to severe. It takes 2-14 days after exposure for symptoms to develop. Symptoms may include:1.fever Anyone with a measured temperature of at least 100.4 °F [38 °C]) 2. Cough3. Shortness of breath	0
There is currently no vaccine or treatment for COVID-19. Symptoms of a coronavirus usually go away on their own. If symptoms feel worse than a common cold, contact your doctor to prescribe pain or fever medication.As with a cold or the flu, drink fluids and get plenty of rest.	0
Obama daughter is not pregnant. Now when Obama get the Internet shut down on some Olivia type time, we all gonna be sick	1
“@_egotistical_: Obama daughter is not pregnant. Now when Obama get the Internet shut down on some Olivia type time, we all gonna be sick”❗️	1
“@_egotistical_: Obama daughter is not pregnant. Now when Obama get the Internet shut down on some Olivia type time, we all gonna be sick”😅😅	1
@_egotistical_ __ 😭😭	1
“@_egotistical_: Obama daughter is not pregnant. Now when Obama get the Internet shut down on some Olivia type time, we all gonna be sick”😭😭	1
Just your Monday reminder that Doritos-flavored Mountain Dew exists.  	0
😖😖😖😖 “: Just your Monday reminder that Doritos-flavored Mountain Dew exists.  	0
 You guys realize what the color reminds us of	0
  Oh that's just wrong!! Why oh why!!!!!!?	0
 yes please lol	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   dontthinkso	0
  The guys at  already made their own version!   	0
 “: Just your Monday reminder that Doritos-flavored Mountain Dew exists.  	0
Not entirely sure how I feel about that.  	0
This is scary RT  Just your Monday reminder that Doritos-flavored Mountain Dew exists  	0
 Wow.  Dewitos!  Do you get the health benefit of both :)	0
 Looks like a Tour de France random drug test for the peloton..	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   😟	0
"This just sounds disgusting. "" Just your Monday reminder that Doritos-flavored Mountain Dew exists. "	0
 	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   funny	0
Still no. “: Just your Monday reminder that Doritos-flavored Mountain Dew exists.  	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   OMG.	0
  sounds gross to me!	0
 No no no no no no no!!!! That is just wrong!	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   _Bryan	0
  “: Just your Monday reminder that Doritos-flavored Mountain Dew exists.  	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   ewww	0
  Actually gagged.	0
 we did this to ourselves.	0
 This is just WRONG!	0
USA! USA! “: Just your Monday reminder that Doritos-flavored Mountain Dew exists.  	0
 Whole lot of nOOOOOOOOOOOOOOOOOOO!	0
  Please stop reminding me.	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   Dewd	0
. Wow! So I can get Evil Chemicals AND diabetes all at once! Yay!	0
"Would you drink this? "": Just a reminder that Doritos-flavored Mountain Dew exists.  "	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.  REVOLTING	0
 Disgusting 👎	0
Ugh“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   yuck	0
 I could have paired that with this taco...	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.  	0
 Eewitos*	0
Hurk!  Just your Monday reminder that Doritos-flavored Mountain Dew exists. 	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   😨	0
 But why? Pretty sure I could Dew without this!	0
“: Just your Monday reminder that Doritos-flavored Mountain Dew exists.   	0
"_1022 lmao. God was like ""I see you got braces Aide, here my child."" But I don't know how I feel about this... lol"	0
 not sure it's something that really worth being reminded...	0
" I think  said it best: ""Ew"" "	0
 Little correction PM/FM/DM and HM without him he can't step up in any direction Always remember	0
  Why ?	0
 First  should empty their treasury and then ask aam admi.Charity begins at home	0
 Good morning Priya BetaHow are you All well ??	0
 New ways to steal and swindle public money.	0
 Private funds get money from private citizens which the Govt can then use privately...	0
 Sara paisa kha jayenge! So many crores pouring in for help...but all will go in their pockets! Shame!I hope lords of karma and God watching and then taking some action!!!!!	0
" To retrieve the sagging image. But public is waking up. It's ""The beginning of the End """	0
 A complete sham in itself. A complete scam in itself. They are collecting to topple Maharashtra government.	0
 Good	0
 Another little scam.	0
  The PM gets away with many things because there are very few individuals who THINK and QUESTION.Some idiots are even praising the Moron for coming up with this idea.What can I say?	0
 Becouse some stupids will cheer up and tump thier chest with nationalism	0
 Does the new coronavirus affect older people, or are younger people also susceptible?: People of all ages can be infected by the new coronavirus (2019-nCoV). WHO advises people of all ages to take steps to protect themselves from the virus. 	0
There is so much information circulating about the coronavirus, so it is important to sort fact from fiction. The  offers some great info here: 	0
 Can spraying alcohol or chlorine all over your body kill the new coronavirus?: NO! 	0
Steve Jobs was adopted. His biological father was Abdulfattah Jandali, a Syrian Muslim.	1
 k	1
What are the symptoms of COVID-19 and what should you do if you have them? In the latest “The Science Behind the Coronavirus,” , executive chairman of  explains the symptomatic patient.   Watch:  	0
  ANGELINOS listen up many of you were planning to move to LasVegas DON'T. We have very high unemployment The South Point Hotel just let go the last few of their employees today. Optimistic estimate for LV recovery is 3 to 5 years. Don't make an expensive mistake RETWEET.	0
"  There doesn't seem to be much ""science"" behind coronavirus at this point in time."	0
  I now have to question what Dr Soon Shiong has to say now that he’s decided to appear in Rudy Guilliani’s podcast...	0
  Ask your girl    You are being racist. It’s ok to gather in Chinatown.	0
This was so much fun to create! Take a peek at one of my favorite urban streams. :-) 	0
 When public health permits, we hope to some public presentations of project results to  watershed volunteers, local watershed groups, etc. We'll also have professional conference presentations and journal articles. Let me know if you are local...	0
HOW DOES COVID-19 SPREAD?🤧 People can catch COVID-19 from others who have the virus. 💦 The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales.	0
🥄 These droplets land on objects and surfaces around the person. 👈 Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. ↔️ People can also catch COVID-19 if they breathe in droplets from a person with COVID-19 who	0
coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.	0
Can the virus that causes COVID-19 be transmitted through the air?Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.	0
Can COVID-19 be caught from a person who has no symptoms?The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low.	0
However, many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  WHOWhatsapp	0
  no that's a sculpture done by 2 professional artist from China...	1
  _Tweets	1
  keepitplaya 4 meekvsdrake  	1
 @_KayGoddess_ They need to stopit.	1
How can we realistically expect a vaccine for covid19, when we have a govt in power lacking ability, accountability, integrity, and honor, installed to deliver a fraudulent brexit result, won on lies?	0
 vaccine will come..but obviously not from our govt..will come from a country that gives a damn...	0
 16 years on we still have no vaccine for SARS, a respiratory flu reportedly with similar symptoms as Covid. It will indeed be a Christmas miracle if a vaccine for Covid magically appears soon!	0
  It's not the full story. Vaccines are only found when  it looks like there will be a financial rewarded at the end of the process. It the disease recedes all attempts at a vaccine get stopped. it doesn' mean a vaccine could not be found; they just stop looking.	0
 _dan I realistically expect a placebo to be pushed as a vaccine.	0
 _dan I have been thinking about this vaccine thing, if its developed in the UK,  how long will it take big companies to take it over and charge a fortune for it. Half the elite Tories and cohorts will be rubbing their hands because they probably have invested in it.	0
 DICTATORSHIP 🏴󠁧󠁢󠁳󠁣󠁴󠁿❎👍👷😀	0
 I have no doubt that they will come up with a miracle vaccine (or, in Tory circles, known by its true name of placebo) just to get more of us out, full of confidence that we are immune, spreading the virus to our vulnerable and elderly.I really would not be surprised by this!	0
"  There is no Cure for COVID-19.Coronavius Myths from ""Are there any specific medicines to prevent or treat the new coronavirus?To date, there is no specific medicine recommended to prevent or treat the new coronavirus (2019-nCoV)."""	0
This is a great point. Ventilators are for breathing but do nothing to heal the virus, and yet the questions from media are often about cities having enough ventilators.And yet they downplay the cure that's out there.Our MSM is total crap (except for ). 	0
   The WHO is a highly suspect source of information. I would not believe anything they say because they provided incorrect information from the beginning.There's no cure for cancer, either.  It doesn't mean that you don't try to treat it.Lousy argument on your part.	0
"just had an encounter with the most ignorant customer smh💀 this woman comes up and says we shouldn't be wearing masks, ""it's bad for your lungs."" ??? she continues saying covid-19 is just like the flu and the deaths didn't have anything to do with corona + "	1
"but ""they were simply sick in the first place""... i have lost faith in humanity "	1
 😂😂😂😂 and trump did? 😂😂😂😂😂	0
  _MV   _INDIA   _GUJARAT  Q: Are there any specific medicines to prevent or treat the new coronavirus?A: To date, there is no specific medicine recommended to prevent or treat the virus. is helping to accelerate research and development efforts with a range of partners. 	0
Q: Are antibiotics 💊 effective in preventing and treating the new coronavirus?A: No, antibiotics do not work against viruses, only bacteria.The 2019-nC0V is a virus and, therefore, antibiotics should not be used as a means of prevention or treatment. 	0
   _MV   _INDIA   _GUJARAT       It would have been really great if all the top pharma companies round the globe teams up to come up with a vaccine. coronavirus 🦠 🌡🧪🔬💉MedicalInnovations PublicHealthEmergency 	0
  You need to also consider that may are not tested due to widespread test shortage and the ~80% accuracy of the results. The M.E. is the one that lists cause of death on the death cert. and they are about 8 weeks behind. The numbers are certainly much higher than can be reported.	0
  If you cannot test accurately, you cannot get derive any numbers with accuracy that are predicated on positive results. The numbers are high, and even now the majority of people are distancing. Death count is not very important. Long term health problems are very important.	0
  BTW - We are not testing for asymptomatic. We do not have enough test except for the serious suspects and those awaiting surgeries/procedures.	0
  You don't die from any virus. You die from problems that resulted from contracting the virus and effects on the systems of the body. Example: Acute MyocarditisYou don't die from a Motor Vehicle Accident. You die from the result of the MVA. Example: Hypovolemic Shock	0
Oregon police officers step in and make delivery after Pizza Hut driver gets injured in a car crash:  odd	0
_Oddities  You think the same thing would happen if that had been a box of doughnuts?	0
"“_Oddities: Oregon police officers step in, make delivery after pizza driver gets in a car crash:"" teens horrified when answering door."	0
"“_Oddities: Oregon police officers step in and make delivery after Pizza Hut driver gets injured in a car crash:  """	0
Yep. MT _Oddities: Oregon police officers make delivery after Pizza Hut driver gets injured in a car crash: 	0
_Oddities  how we do in Oregon.	0
Black Islamic flag being held up in window of lindt chocolate store in Martin Place, Sydney - hostages inside. 	0
" _Denney  Yes ""Islamic"" flag. Black a traditional colour of Islam and I presume a Koranic verse also."	0
_Denney  but its such a peaceful religion /s	0
_Denney   so we still not sure of the motivation for the attack?	0
"""Basic FAQ'sWhat is a novel coronavirus?(from the CDC) A novel coronavirus is a new coronavirus that has not been previously identified. The virus causing coronavirus disease 2019 (COVID-19), is not the same as the coronaviruses "	0
"that commonly circulate among humans and cause mild illness, like the common cold."""	0
7. How effective are thermal scanners in detecting people infected with the new coronavirus? 	0
The facts about coronavirus disease (COVID-19) that you need to know. (Source: WHO, 2020)1. COVID-19 virus can be transmitted in areas with hot and humid climates 	0
8. Can spraying alcohol or chlorine all over your body kill the new coronavirus? 	0
9. Do vaccines against pneumonia protect you against the new coronavirus? 	0
10. Can regularly rinsing your nose with saline help prevent infection with the new coronavirus? 	0
11. Can eating garlic help prevent infection with the new coronavirus? 	0
12. Does the new coronavirus affect older people, or are younger people also susceptible? 	0
13. Are antibiotics effective in preventing and treating the new coronavirus? 	0
14. Are there any specific medicines to prevent or treat the new coronavirus? 	0
Teman-teman, aku menemukan bahan bacaan yang bagus banget di websitenya WHO. Tolong sempatkan membaca ya :)	0
According to Seven, this is a picture of the gunman 	0
   there's 2 of them though	0
 exactly what i was thinking	0
What is wrong with you ?	0
   You are a danger to the rest of society. Stop posting pics without any verification &amp; creating panic.	0
   It's called Dunning-Kruger effect. 	0
 Yeah, Murdoch witch, shut up and watch the blinking lights. You're not a journo, so don't journalise.	0
  dad?	0
   I'm not watching it, but it sounds as if it is being treated as sport.	0
 Sure hope it's not just some dude and that you've not just pulled a Fairfax. Beginning to see why you were sent back to uni.	0
 who do you think you’re “informing”?	0
. Police have asked all on social media to desist publishing anything FHS	0
  looks like a bikie	0
. Your stupidity is beyond belief. Just stop if you are capable of that.	0
 Stupid. Media learnt nothing from Boston.	0
   put a bullet in the wankers head	0
 	0
Can eating garlic help prevent infection with the new coronavirus? 	0
Can spraying alcohol or chlorine all over your body kill the new coronavirus? 	0
Can regularly rinsing your nose with saline help prevent infection with the new coronavirus? 	0
Does putting on sesame oil block the new coronavirus from entering the body? 	0
Does the new coronavirus affect older people, or are younger people also susceptible? 	0
Are antibiotics effective in preventing and treating the new coronavirus? 	0
Are there any specific medicines to prevent or treat the new coronavirus? 	0
 end of one goes into 1 part of the house while the other end goes towards the other it's a sign of where all our money is	0
 lovewins	0
 tweet about this one more time I swear	0
 what ever I don't worry I don't live their	0
RIPHulkHogan My heart is ripping like your shirt. WWE'll miss you.	1
  thanks brother HH	1
  hoax	1
 - I have fond memories of being able to stay up late, just so I could watch Hulk on the Aaron's Rent-A-Center™ commercials	1
“: RIPHulkHogan My heart is ripping like your shirt. WWE'll miss you.” He isn't dead. It's a complete hoax.	1
“: RIPHulkHogan My heart is ripping like your shirt. WWE'll miss you.” Oh my god..	1
 not dead	1
“: RIPHulkHogan My heart is ripping like your shirt. WWE'll miss you.” 	1
“: RIPHulkHogan My heart is ripping like your shirt. WWE'll miss you.” 	1
Move! Get Out! Dumbass! Kristen Stewart Trashes our Military, Defends 9/11 Terrorists  tcot 	1
 _a_Texan She makes the mistaken assumption that we give a flying f what she thinks.  If she does actually think.	1
  ... I guess I won't trouble myself with finding out who the hell that is...but I WOULD second your suggestion...	1
. Yet another Hollywood NeverWasBeen seeking publicity/relevance. FalseAuthority ShallowFAIL AffleckFAIL	1
  You read a misquoted version here is the real interview. 	1
 who the F*** is Kristen Stewart????	1
  Fortunately the Military fights for the rights of Hollywood idiots to say stupid shit also!!! You're welcome, Kristen!!	1
" Article quotes her out of context. Read the original. KS on her character in the movie: ""Simple, but good. Detainees are ppl too"""	1
 Great tweet! Definitely adding that to my  	1
 I will be sure to miss all of your films  Kristen...also BenAfflecks &amp; GwynethPaltrows if she ever makes another film. .	1
   She's no Jane Fonda.  Jane Fonda can act.	1
We need to avoid her  Move! Get Out! Dumbass! Kristen Stewart Trashes our Military, Defends 9/11 Terrorists 	1
  Please RT for those not understanding about the usurpation by politicians and bureaucrats... 	1
  Same, CommCtrs in Korea, Presideo, Vietnam, Ft. Douglas, Ft Sill, American Embassy Morocco, Lockheed.	1
"  she's an idiot. Completed 7-12 grade via ""correspondence courses"". I read that as 7th grade dropout. Not good actor either."	1
  Kristen Stewart is a commie, nazi, pig, not fit to be on earth.	1
  Just another libtard jane fonda who pretend lives a life. Bla Bla Bla,    like anyone give a shit what she thinks. She sks	1
  Just another actress living in her own little out of touch world.	1
 US Military are TRASH	1
 I'm an Army veteran who worked in a Top Secret comms center in Germany. I, and my fellow Soldiers, were not simple nor stupid! Grr	1
 Kristen Stewart and Gwyneth Paltrow -- two Hollywood philosophers.  I bet Kristen Stewart worships President Obama too.	1
 She's more than welcome to live in that part of the world.	1
" funny that Kristen Stewart should call anyone ""simple"" considering who she is, not a real bright person herself"	1
  Stewart can just bite me. I usually dont get angry and lash out, but I served for 22 years so she could have a free life .smh	1
  	1
"   If the Daily Beast reporter and Stewart had been around in the 40's, they'd say the ""they're people too!"" crap about the Nazis."	1
 Just because I'm an 'old guy,' what the hell is a Kristen Stewart? Must be a boil on a warthog's butt.	1
"   an emotionless ""actress"" with no education speaking about social skills and intelligence PotMeetKettle"	1
 This is a misleading title. Movie is apolitical &amp; doesn't take any sides.She only talks about how her character is written.	1
Stand in line RT :   Kristen Stewart is a commie, nazi, pig, not fit to be on earth.	1
 Shared,now till when i can expect result??i have call recording also for this complain number and your agent saying we don't have SLA	0
 Hi, we wish to inform you that your KYC is updated in our records. Regards, Team Axis Bank.	0
 Which KYC??	0
 Request was regarding the EMI cancellation of credit card	0
 Hi, we request you to share with us the correct complaint number via DM. Regards, Team Axis Bank 	0
 Hi, we wish to inform you that your concern via reference number 60793427 is still pending and you shall be responded shortly in the referred matter. Regards, Team Axis Bank.	0
 It was raised on 28th may and i was told to wait for 7 working days,now its more than that	0
Actor who portrayed Marlboro Man in cigarette ads in late 1970s dies from smoking-related disease: 	0
 wish I could show this to my neighbor who smokes like a chimney!	0
 occupational disease perhaps?	0
“: Actor who portrayed Marlboro Man in cigarette ads in late 1970s dies from smoking-related disease: 	0
“: Actor who portrayed Marlboro Man in cigarette ads in late 1970s dies from smoking-related disease: 	0
!! RT : Actor who portrayed Marlboro Man in cigarette ads in late 1970s dies from smoking-related disease: 	0
 Can you say Irony??	0
": at 72 he had lived long enough. Not a good case for ""smokers are liable to die young"". MarlboroMan "	0
  my prayers are with his family!  Perhaps others will be detoured from smoking!	0
" ""He knew the cigarettes had a hold on him,"" she said. ""He knew, yet he still couldn't stop."""	0
 Thats ironic, sad and dark comedy rolled into one.	0
 He lived to 72!  Is that really an argument against smoking?!--Not that I'm advocating it.	0
irony “: Actor who portrayed Marlboro Man in cigarette ads dies from smoking-related disease: 	0
Actor who portrayed Marlboro Man in cigarette ads in late 1970s dies from smoking-related disease:  via 	0
“: Actor who portrayed Marlboro Man in cigarette ads in late 1970s dies from smoking-related disease: 	0
 Wonder what they will do with his ashes!! Marlboroman	0
Shocker. RT : Actor who portrayed Marlboro Man in cigarette ads in late 1970s dies from smoking-related disease	0
“: Marlboro Man 1970s cigarette adds dies from smoking-related disease:  well duh!	0
CXN: 1 gunman shot dead in Parliament Hill attack, soldier shot in Ottawa  No report soldier dead. OttawaShooting	0
 stop showing clip of the CPR for the solider at the War Memorial on the online feed. Not necessary, old, move on.	0
Paris Manhunt: 3 CharlieHebdo attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large 	0
Scary! _com 3 CharlieHebdo attackers with AK-47 rifles &amp; reportedly rocket-propelled grenade still at large 	0
_com Crazy Jews! sarcasm	0
 the ease with these weapons are brandished is a threatening scenario	0
_com so aljazeera report on rocket launcher then edit link	0
Part 3What are the symptoms of COVID-19?The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. FREDIBOAT	0
Part 5Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.FREDIBOAT	0
Part 6How does COVID-19 spread?People can catch COVID-19 from others who have the virus. The disease can spread from person to person through small droplets from the nose or mouth which are spread when a person with COVID-19 coughs or exhales. FREDIBOAT	0
Part 7These droplets land on objects and surfaces around the person. Other people then catch COVID-19 by touching these objects or surfaces, then touching their eyes, nose or mouth. People can also catch COVID-19 if they breathe in droplets from a person with COVID-19	0
Part 8who coughs out or exhales droplets. This is why it is important to stay more than 1 meter (3 feet) away from a person who is sick.WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share updated findings.    FREDIBOAT	0
Part 9Can the virus that causes COVID-19 be transmitted through the air?Studies to date suggest that the virus that causes COVID-19 is mainly transmitted through contact with respiratory droplets rather than through the air.  See previous answer on “How does COVID-19 spread?”	0
Part 10Can CoVID-19 be caught from a person who has no symptoms?The main way the disease spreads is through respiratory droplets expelled by someone who is coughing. The risk of catching COVID-19 from someone with no symptoms at all is very low. However, FREDIBOAT	0
Part 11many people with COVID-19 experience only mild symptoms. This is particularly true at the early stages of the disease. It is therefore possible to catch COVID-19 from someone who has, for example, just a mild cough and does not feel ill.  FREDIBOAT	0
Part 12WHO is assessing ongoing research on the period of transmission of COVID-19 and will continue to share updated findings.    FREDIBOAT	0
Part 13Can I catch COVID-19 from the feces of someone with the disease?The risk of catching COVID-19 from the feces of an infected person appears to be low. While initial investigations suggest the virus may be present in feces in some cases, spread through this FREDIBOAT	0
Part 14 route is not a main feature of the outbreak. WHO is assessing ongoing research on the ways COVID-19 is spread and will continue to share new findings. FREDIBOAT	0
Part 15Because this is a risk, however, it is another reason to clean hands regularly, after using the bathroom and before eatingFREDIBOAT	0
Part 16What can I do to protect myself and prevent the spread of disease?Protection measures for everyoneStay aware of the latest information on the COVID-19 outbreak, available on the WHO website and through your national and local public health authority. FREDIBOAT	0
Part 17Many countries around the world have seen cases of COVID-19 and several have seen outbreaks. Authorities in China and some other countries have succeeded in slowing or stopping their outbreaks. However, the situation is unpredictable so check regularlyFREDIBOAT	0
for the latest news.Part 18You can reduce your chances of being infected or spreading COVID-19 by taking some simple precautions:Regularly and thoroughly clean your hands with an alcohol-based hand rub or wash them with soap and water.Why? Washing your hands with FREDIBOAT	0
Part 19droplets from their nose or mouth which may contain virus. If you are too close, you can breathe in the droplets, including the COVID-19 virus if the person coughing has the disease.Avoid touching eyes, nose and mouth.Why? Hands touch many FREDIBOAT	0
Part 20surfaces and can pick up viruses. Once contaminated, hands can transfer the virus to your eyes, nose or mouth. From there, the virus can enter your body and can make you sick.Make sure you, and the people around you, follow good respiratory hygiene. FREDIBOAT	0
Part 21This means covering your mouth and nose with your bent elbow or tissue when you cough or sneeze. Then dispose of the used tissue immediately.Why? Droplets spread virus. By following good respiratory hygiene you protect the people around you from viruses such as	0
Part 22cold, flu and COVID-19.Stay home if you feel unwell. If you have a fever, cough and difficulty breathing, seek medical attention and call in advance. Follow the directions of your local health authority.Why? National and local authorities will FREDIBOAT	0
Part 23have the most up to date information on the situation in your area. Calling in advance will allow your health care provider to quickly direct you to the right health facility. This will also protect you and help prevent spread of viruses and other infections.FREDIBOAT	0
Part 24Keep up to date on the latest COVID-19 hotspots (cities or local areas where COVID-19 is spreading widely). If possible, avoid traveling to places  – especially if you are an older person or have diabetes, heart or lung disease.Why? FREDIBOAT	0
